GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
TrendSellr :: Reports/trendsellr-rest,com.trendsellr.infrastructure.input.rest,HealthController,0,8,0,0,0,2,0,2,0,2
